Title,Release Year,Rating,Genre,Country
Pintada,2012,8.3,Drama| Romance,Philippines
Portkod 1321,2012,6.7,Drama,Sweden
Feast of the Gods,2012,7.4,Drama,South Korea
Vosmidesyatye,2012,6.1,Comedy,Russia
Bro Science,2012,8.4,Comedy,USA
North Woods Law,2012,7.5,Reality-TV,USA
30 for 30 Shorts,2012,7.1,Documentary| Short,USA
Shadow Love,2012,7.8,Drama,USA
Teens Wanna Know,2012,7.4,Talk-Show,USA
Kayip Sehir,2012,7.5,Drama,Turkey
Incredible Crew,2012,3.9,Comedy| Family,USA
My Family Recipe Rocks!,2012,7.9,Documentary| Reality-TV,USA
Crown of Tears,2012,8.0,Drama,Mexico
Odd Folks Home,2012,8.2,Reality-TV,USA
Adrianne Curry's Super Fans,2012,8.1,Reality-TV,USA
Giver,2012,7.4,Reality-TV,Canada
Águias da Cidade,2012,7.8,Reality-TV,Brazil
4 Points,2012,7.8,News,USA
Ha Ha Hairies,2012,4.6,Family,UK
Canada's Got Talent,2012,4.8,Game-Show| Reality-TV,Canada
Secret Diary of an American Cheerleader,2012,7.8,Drama,USA
Natsuiro kiseki,2012,7.6,Animation,Japan
The Book Club,2012,7.9,Comedy,USA
Groove High,2012,6.7,Animation| Comedy| Musical,France
Caddicarus,2012,8.4,Comedy,UK
The Dark: Nature's Nighttime World,2012,7.6,Documentary,UK
VO Buzz Weekly,2012,7.5,Talk-Show,USA
Sporting Nation,2012,7.8,Documentary,Australia
Made in Jersey,2012,5.7,Drama,USA
Time Machine Chefs,2012,6.2,Reality-TV,USA
Conspiracy 365,2012,6.7,Action| Drama| Family| Thriller,Australia
Furusato saisei: Nihon no mukashi banashi,2012,7.4,Animation,Japan
Marrying the Game,2012,5.8,Reality-TV,USA
World Series of Poker,2012,8.2,Reality-TV| Sport,USA
Los Méndez,2012,4.3,Reality-TV,Chile
Big Easy Justice,2012,7.2,Reality-TV,USA
Prank My Mom,2012,8.1,Reality-TV,USA
Engineering Giants,2012,8.4,Documentary,UK
American Greed the Fugitives,2012,8.0,Documentary,USA
Un jour une histoire,2012,5.7,Documentary,France
K-Town,2012,4.9,Reality-TV,USA
Sugar Dome,2012,6.8,Reality-TV,USA
Shakespeare in Italy,2012,8.5,Documentary,UK
Cinéphiles de notre temps,2012,6.1,Documentary,France
Apollo Live,2012,6.1,Family| Musical,USA
Comedy Bang! Bang!,2012,7.5,Comedy| Talk-Show,USA
Break'n Reality,2012,8.2,Reality-TV,Austria
Dream Machines,2012,7.6,Reality-TV| Sci-Fi,USA
La Clinica,2012,7.1,Comedy,Mexico
Planet Houston,2012,7.8,Animation| Comedy| Horror,USA
Qué bonito amor,2012,7.5,Drama| Music| Romance,Mexico
Who Let the Dogs Out,2012,7.2,Reality-TV,USA
La voz,2012,5.3,Music,Spain
Isabel,2012,8.3,Biography| History,Spain
Didi and B.,2012,6.3,Family,Australia
Can't Stop Acting,2012,8.2,Comedy,UK
2012 UEFA European Football Championship,2012,7.8,Sport,Poland
Extreme RVs,2012,7.2,Reality-TV,USA
The Troubadoors,2012,8.5,Musical,USA
Better Living with Collins and Collins,2012,7.1,Comedy,USA
Dateline on OWN,2012,8.6,Crime,USA
Blood Lies and Alibis,2012,7.3,Documentary| Crime,Canada
Decked Out,2012,8.5,Reality-TV,Canada
The Voice of Finland,2012,4.8,Game-Show,Finland
The Story of Musicals,2012,6.6,Documentary| Musical,UK
Bud United Presents: The Big Time,2012,5.1,Reality-TV,USA
Viral Video Showdown,2012,6.2,Reality-TV,USA
Wake Brothers,2012,6.5,Reality-TV,USA
Top Secret Weapons Revealed,2012,8.1,History| War,USA
Jim Rome on Showtime,2012,6.1,Sport| Talk-Show,USA
Haeundae Lovers,2012,6.4,Comedy| Romance,South Korea
Oh Sit!,2012,4.3,Action| Family| Game-Show,USA
Farma,2012,2.1,Reality-TV,Czech Republic
Keith Lemon's Lemonaid,2012,5.9,Family,UK
Chicagolicious,2012,5.4,Reality-TV,USA
Robot and Monster,2012,5.6,Animation| Adventure| Comedy| Family,USA
Tattoo Nightmares,2012,6.7,Reality-TV,USA
DNews,2012,7.0,News,USA
Tanisha Gets Married,2012,4.8,Reality-TV,USA
Me and Mrs Jones,2012,7.3,Comedy,UK
Markiplier,2012,7.3,Short| Comedy| Talk-Show,USA
MeatEater,2012,7.8,Documentary,USA
Otplata,2012,7.7,Crime| Drama,Bulgaria
Eka Lagnachi Dusri Goshta,2012,8.6,Drama,India
Joko gegen Klaas - Das Duell um die Welt,2012,6.7,Comedy| Game-Show| Reality-TV,Germany
Attenborough: 60 Years in the Wild,2012,8.4,Documentary,UK
Outback Truckers,2012,7.5,Documentary| Reality-TV,Australia
Adam Richman's Best Sandwich in America,2012,7.5,Reality-TV,USA
Belgium's Got Talent,2012,4.3,Game-Show,Belgium
Make Bradford British,2012,7.0,Documentary,UK
Ultimate Warfare,2012,7.3,Documentary,USA
Discovering Music,2012,6.3,Documentary| Biography| Music,UK
I'm Married to a...,2012,6.9,Reality-TV,USA
Ask Dr. Nandi,2012,7.8,Talk-Show,USA
Moone Boy,2012,8.1,Comedy,UK
Luv U,2012,8.1,Comedy,Philippines
Temptation of Wife,2012,8.6,Drama| Romance| Thriller,Philippines
Mutant: Leaving Humanity Behind,2012,8.0,Sport,USA
Mama's Boys of the Bronx,2012,5.3,Reality-TV,USA
Misja Afganistan,2012,6.7,Action| War,Poland
Stump!,2012,8.1,Short| Comedy,USA
Missing You,2012,7.7,Drama| Romance,South Korea
Abyss of Passion,2012,7.3,Drama| Romance,Mexico
Common Law,2012,7.9,Comedy| Crime,USA
Lean Meat,2012,6.8,Comedy,Canada
It's Okay to be Smart,2012,8.7,Family,USA
My Shopping Addiction,2012,6.6,Reality-TV,USA
Die Kaya Show,2012,3.8,Comedy,Germany
No Kitchen Required,2012,7.7,Reality-TV,USA
Once Upon a Time in Cabramatta,2012,8.0,Documentary,Australia
This American Housewife,2012,3.2,Drama,USA
Craft Wars,2012,6.3,Reality-TV,USA
Na Bole Tum Na Maine Kuch Kaha,2012,7.6,Drama,India
World's Weirdest Restaurants,2012,7.8,Reality-TV,Canada
The Janoskians: MTV Sessions,2012,6.7,Comedy,Australia
Live at the Electric,2012,5.5,Comedy,UK
Kamisama hajimemashita,2012,8.1,Animation| Comedy| Fantasy| Romance,Japan
Undercover Stings,2012,7.2,Crime,USA
The 3 Minute Update,2012,6.0,News,USA
Herdyn,2012,3.9,Game-Show,Czech Republic
El Albergue,2012,7.1,Comedy,Mexico
Brave 10,2012,6.6,Animation| Action| Comedy,Japan
Nice Girls Crew,2012,8.1,Comedy,USA
Khan Sisters,2012,5.8,Family,India
Dear Jesus,2012,7.6,Drama,UK
The KirbyKip Show,2012,6.4,Comedy,USA
Being Lara Bingle,2012,2.7,Reality-TV,Australia
Chasing 8s,2012,7.6,Comedy| Drama,USA
Frágiles,2012,7.1,Drama,Spain
Planet America,2012,6.5,Talk-Show,Australia
Mrs. Eastwood & Company,2012,3.9,Reality-TV,USA
Punar Vivaah: Zindagi Milegi Dobara,2012,3.5,Drama,India
Luke Nguyen's Greater Mekong Series 2,2012,8.1,Documentary,Australia
MotherLover,2012,7.2,Comedy,USA
De Vijfhoek,2012,6.6,Drama,Belgium
River Ridge,2012,8.3,Drama,USA
MAKERS: Women Who Make America Video Archive,2012,6.5,Documentary| Short| Biography,USA
Brand X with Russell Brand,2012,5.4,Comedy| Talk-Show,USA
Smeshariki: Novye priklyucheniya,2012,6.4,Animation,Russia
Nikol povjerljivo,2012,8.6,Drama,Croatia
Saki Achiga-hen episode of side-A,2012,7.2,Animation| Comedy,Japan
Up at Noon with Greg Miller,2012,8.5,News,USA
Hollywood News Feed,2012,9.3,News,France
Los Rey,2012,6.0,Drama| Romance,Mexico
Littlest Pet Shop,2012,6.1,Animation| Adventure| Comedy| Family| Fantasy| Musical,USA
Brother James Angry Out and About,2012,8.4,Horror| Mystery| Sci-Fi| Talk-Show| Thriller,USA
Caïn,2012,7.0,Crime| Drama| Mystery,France
Bench to Bedside,2012,7.1,Documentary| Reality-TV,USA
Food Unwrapped,2012,7.7,Documentary| Comedy,UK
Deal with It!,2012,5.1,Reality-TV,Canada
Undead Noise,2012,3.2,Horror,USA
Tokumei Sentai Go-Busters,2012,7.9,Action| Adventure| Crime| Drama| Fantasy| Mystery| Sci-Fi,Japan
Endy,2012,4.4,Comedy| Reality-TV,Czech Republic
Celebrity Style Story,2012,5.4,Reality-TV,Canada
Heroes of the City,2012,6.5,Animation| Family,Sweden
Narrow Escapes of WWII,2012,8.3,Documentary,USA
The Aquabats! Super Show!,2012,8.3,Adventure| Comedy| Music,USA
Disney Channel's This Is Who I Am,2012,8.0,Biography,USA
Neil's Puppet Dreams,2012,8.1,Comedy,USA
Divaer i junglen,2012,4.1,Reality-TV,Denmark
Market Warriors,2012,6.6,Reality-TV,USA
Pound Shop Wars,2012,6.6,Documentary,UK
Girls,2012,7.3,Comedy| Drama,USA
Parole Diaries,2012,8.7,Reality-TV,USA
Artix,2012,3.9,Game-Show| Reality-TV,Czech Republic
The Digital Picture,2012,6.9,Family,UK
Selling London,2012,8.0,Reality-TV,USA
2012-2013 UEFA Champions League,2012,8.9,Sport,Switzerland
Dinofroz,2012,3.4,Animation,Italy
Mama Drama,2012,5.7,Reality-TV,USA
Morden im Norden,2012,6.6,Comedy| Crime| Mystery| Thriller,Germany
Hartzen mit Buddy Ogün,2012,4.9,Comedy,Germany
Hard Parts: South Bronx,2012,7.5,Sport,USA
Tuscan Passion,2012,7.0,Drama| Mystery| Romance,Italy
Personne ne bouge!,2012,7.8,Documentary| Comedy| News,France
Joanne Weir's Cooking Confidence,2012,4.4,Family,USA
Dead Man's Trigger,2012,8.4,Action| Drama| Thriller,USA
Fearless Heart,2012,7.4,Action| Crime| Drama| Romance| Thriller,USA
An Animal #$*% My Vacation,2012,7.6,Documentary,USA
First Dates with Toby Harris,2012,8.2,Short| Comedy,USA
Australia on Trial,2012,8.2,Drama,Australia
The Choir: Sing While You Work,2012,7.8,Documentary,UK
De geheimen van Barslet,2012,7.3,Drama,Netherlands
YouTubers React,2012,5.0,Comedy| Reality-TV,USA
DTLA,2012,4.9,Comedy| Drama,USA
TMZ Live,2012,3.1,News| Talk-Show,USA
Con el culo al aire,2012,6.0,Comedy| Drama,Spain
King Bachelor's Pad,2012,8.7,Comedy,USA
Nattskiftet,2012,8.2,Comedy,Norway
Woodley,2012,7.3,Comedy,Australia
The Newsroom,2012,8.6,Drama,USA
Oh-My-Gleed!,2012,8.0,Talk-Show,USA
TGFbro,2012,8.1,Comedy| Reality-TV,UK
My Shining Girl,2012,6.6,Drama| Romance,South Korea
The Pet Girl of Sakurasou,2012,7.8,Animation| Comedy| Drama| Romance,Japan
Film Pigs,2012,5.9,Comedy,USA
The Voice of Ireland,2012,5.8,Game-Show| Music,Ireland
Jul i kommunen,2012,7.3,Comedy| Drama,Denmark
Finding Stuff Out,2012,6.9,Documentary| Family,Canada
Braunschlag,2012,8.3,Drama,Austria
Decrypted,2012,6.7,Sci-Fi,USA
Girlfri3nds,2012,7.2,Reality-TV| Romance,UK
The King 2 Hearts,2012,7.8,Action| Drama| Romance,South Korea
30° i februari,2012,7.7,Drama,Sweden
A Tua Cara Não Me é Estranha,2012,4.9,Reality-TV,Portugal
Transporter: The Series,2012,6.5,Action| Crime,Canada
Buying Alaska,2012,6.9,Reality-TV,USA
Dybvaaaaad,2012,7.5,Comedy,Denmark
Porta dos Fundos,2012,7.6,Short| Comedy,Brazil
Shut Up and Talk,2012,5.6,Talk-Show,USA
Best Friends Forever,2012,6.4,Comedy,USA
Workaholics: The Other Cubicle,2012,7.9,Comedy,USA
Mamochki,2012,6.5,Comedy,Russia
Stepping Up,2012,6.0,Drama| Family,UK
Lorenzo's Time,2012,8.5,Drama,Philippines
Einai stigmes,2012,5.9,Drama,Greece
Minecraft WTF,2012,6.9,Animation,USA
Nandito ako,2012,8.3,Drama| Romance,Philippines
Ladyboys,2012,6.3,Documentary,UK
Take Care of Us Captain,2012,7.3,Comedy| Drama| Romance,South Korea
My Life Is a Lifetime Movie,2012,6.5,Drama,USA
(fdp),2012,7.4,Comedy| Drama| Sport,Brazil
I Am the Darkness,2012,7.4,Sci-Fi,USA
Sex House,2012,8.3,Comedy| Horror,USA
Written by a Kid,2012,7.6,Animation| Family,USA
Brothers with No Game,2012,8.2,Comedy,UK
FemaleShow,2012,7.4,Comedy,Jordan
From the New World,2012,8.0,Animation| Adventure| Drama| Fantasy| Horror| Mystery| Sci-Fi,Japan
Casseta & Planeta Urgente,2012,6.1,Comedy,Brazil
My Gimpy Life,2012,7.2,Comedy,USA
Chessboxing,2012,8.3,Comedy,Spain
Street Behavior,2012,8.4,Drama,USA
Ninety Eight Percent,2012,6.4,Crime| Drama,UK
Beauties of the Emperor,2012,5.4,Drama| History| Romance,China
Zoink'd,2012,2.3,Reality-TV,Canada
Iki dünya arasinda,2012,4.8,Drama,Turkey
Hikonin Sentai Akibaranger,2012,8.1,Action| Comedy,Japan
Mafia's Greatest Hits,2012,8.0,Documentary| Biography| History,UK
Kannadada Kotyadhipathi,2012,7.8,Game-Show,India
Pond Life,2012,8.2,Short| Comedy| Sci-Fi,UK
Celebrity Bluff,2012,7.3,Comedy| Game-Show,Philippines
56 Up,2012,7.9,Documentary,UK
Where the Bears Are,2012,7.3,Comedy| Mystery,USA
Placeholders,2012,6.9,Comedy,USA
Barter Kings,2012,5.0,Reality-TV,USA
Upotte!!,2012,6.4,Animation| Action| Comedy,Japan
Hayatimin Rolü,2012,4.3,Comedy| Drama,Turkey
O-Parts,2012,6.0,Sci-Fi,Japan
Body Jumpers,2012,6.5,Sci-Fi,USA
Allá Te Espero,2012,8.1,Drama,Colombia
Ma'a Sabq Alesrar,2012,7.8,Drama,Egypt
Kantora Mitrani,2012,8.2,Crime,Bulgaria
Food Factory,2012,8.1,Documentary,Canada
The Work Experience,2012,7.5,Comedy,UK
XIII: The Series,2012,6.6,Action| Crime| Drama| Mystery| Thriller,Canada
Insanlar alemi,2012,6.0,Comedy,Turkey
Milton Jones's House of Rooms,2012,8.0,Comedy,UK
Comedy Circus Ka Naya Daur,2012,7.4,Comedy,India
The Way to Go,2012,8.3,Talk-Show,USA
The Screen Junkies Show,2012,8.6,Comedy,USA
Cista Desetka,2012,8.0,Comedy,Slovenia
Marslakók,2012,4.2,Drama,Hungary
K-Pop the Ultimate Audition,2012,6.8,Comedy| Drama| Music| Romance,South Korea
Add a Friend,2012,6.3,Comedy,Germany
Celebrity Wife Swap,2012,4.1,Reality-TV,USA
You're Skitting Me,2012,7.0,Comedy,Australia
NFL Road Tested: The Cleveland Browns,2012,8.4,Reality-TV,USA
I Love the 1880s,2012,6.7,Comedy,USA
Nakaimo: My Little Sister Is Among Them,2012,6.2,Animation| Comedy| Drama| Mystery| Romance,Japan
Karma's a B*tch,2012,8.1,Comedy,USA
NMB48 Geinin!,2012,7.6,Comedy,Japan
Game Grumps,2012,8.8,Short| Comedy| Talk-Show,USA
Mata E Jaan Hai Tu,2012,5.7,Drama,Pakistan
Jonathan Meades on France,2012,7.0,Documentary,UK
Million Dollar Listing New York,2012,7.3,Reality-TV,USA
La Nada Blanca,2012,8.1,Mystery,Argentina
Open Gym,2012,8.3,Sport,Canada
Britain's Best Bakery,2012,6.6,Game-Show| Reality-TV,UK
Paddle Pop Adventures,2012,5.5,Animation,Indonesia
Dulce Amargo,2012,7.1,Drama| Romance,Venezuela
Doozers,2012,5.9,Animation| Family,Canada
American Colony: Meet the Hutterites,2012,5.9,Reality-TV,USA
Easy Abby,2012,7.7,Comedy,USA
Moordvrouw,2012,6.4,Crime,Netherlands
Chatsworth,2012,7.6,Documentary,UK
Paradoks,2012,6.9,Crime,Poland
Babble-On Begins,2012,8.2,Action| Biography| Comedy,UK
Sengoku Collection,2012,7.2,Animation| Comedy| Fantasy,Japan
Gastown Gamble,2012,7.0,Reality-TV,Canada
Princess and I,2012,7.6,Comedy| Crime| Drama| Romance| Thriller,Philippines
Mi iV,2012,8.0,Comedy,USA
Canada's Handyman Challenge,2012,6.5,Reality-TV,Canada
Blood and Guts with Scott Ian,2012,8.7,Biography| Comedy| Horror,USA
Scan2Go,2012,4.7,Animation,Japan
Shushybye Baby,2012,8.0,Family,USA
Final Offer,2012,7.4,Reality-TV,USA
The Restless Bell,2012,6.2,Comedy,USA
Hotel Hell,2012,7.1,Reality-TV,USA
Diamond Divers,2012,4.8,Documentary,USA
Big Brooklyn Style,2012,7.4,Reality-TV,USA
The Roux Legacy,2012,8.3,Documentary,UK
The Paranormal Journeys,2012,8.5,Reality-TV,USA
Chitose Get You!!,2012,5.8,Animation| Short| Comedy,Japan
Harry Potter and the Ten Years Later,2012,6.3,Comedy,USA
Métronome,2012,6.9,Documentary| History,France
Morgan Spurlock's New Britannia,2012,4.3,Comedy| Talk-Show,UK
The GC,2012,3.2,Reality-TV,New Zealand
Roche & Böhmermann,2012,8.7,Talk-Show,Germany
Hipster Backlash,2012,8.6,Comedy,USA
Mixxxer Show,2012,5.2,Music| Talk-Show,Czech Republic
Uncle,2012,7.9,Comedy,UK
The Food Inspectors,2012,7.7,Documentary,UK
Nude Interviews,2012,6.8,Talk-Show,Australia
Crimi Clowns,2012,8.0,Comedy| Crime| Thriller,Belgium
Chronic Gamer Girl,2012,7.1,Short| Comedy,USA
Redfern Now,2012,8.0,Drama,Australia
The Greenhouse,2012,7.5,Drama,Israel
Girls of Sunset Place,2012,6.4,Drama,USA
El número uno,2012,7.2,Music| Reality-TV,Spain
The 'S' State,2012,7.4,Comedy| Drama| Horror,UK
Gadget Geeks,2012,9.4,Reality-TV,UK
Illuminations: The Private Lives of Medieval Kings,2012,7.4,Documentary| History,UK
Evil Twins,2012,7.0,Documentary| Crime,USA
Ôoku: Tanjô - Arikoto · Iemitsu-hen,2012,7.6,Drama| Sci-Fi,Japan
LJ's Trip,2012,7.9,Comedy,USA
The High Low Project,2012,6.9,Reality-TV,USA
Extreme Houseboats,2012,4.8,Reality-TV,USA
Alien Encounters,2012,7.3,Sci-Fi,USA
Die Garmisch-Cops,2012,2.7,Crime,Germany
Teen Wolf Revelations,2012,7.6,Drama,USA
Smash Cuts,2012,4.6,Reality-TV,USA
CNN NewsCenter,2012,6.8,Documentary| News,USA
Clipaholics,2012,6.1,Reality-TV,USA
Cherry Healey: How to Get a Life,2012,4.8,Reality-TV,UK
7 Tage,2012,6.6,Documentary| Reality-TV,Germany
Por ella soy Eva,2012,7.9,Drama,Mexico
Jesus Conspiracies,2012,7.0,Documentary| History,USA
Tari Tari,2012,7.0,Animation| Drama| Music,Japan
Being Brendo,2012,7.4,Comedy,Australia
Newlyweds: The First Year,2012,5.4,Reality-TV,USA
Battle for Dream Island Again,2012,6.7,Animation,USA
Residenz,2012,5.6,Sci-Fi,Canada
Tsumi to batsu,2012,7.1,Mystery,Japan
All About Lizzie,2012,7.6,Comedy| Drama| Romance,USA
Oobi: Dasdasi,2012,7.7,Family,Iran
Sports Life Stories,2012,6.8,Documentary| Biography| Sport,UK
Dokter Tinus,2012,6.9,Comedy| Drama,Netherlands
Precht,2012,7.7,Talk-Show,Germany
Happy Endings: Happy Rides,2012,7.8,Comedy,USA
Strangers 6,2012,2.6,Drama,China
Good God,2012,3.9,Comedy,Canada
The New Normal,2012,6.8,Comedy| Romance,USA
I Hate Hollywood,2012,4.4,Comedy,Canada
Antiques Uncovered,2012,7.3,History,UK
Don't Sleep! Hosted by T. J. Holmes,2012,5.7,Talk-Show,USA
Mudcats,2012,7.2,Reality-TV,USA
American Stuffers,2012,6.7,Reality-TV,USA
Extreme Homes,2012,6.8,Documentary,USA
Swampy's Underground Adventures,2012,7.7,Animation,USA
Kam Kardashian,2012,7.2,Short| Comedy,USA
Bering Sea Gold: After the Dredge,2012,8.0,Talk-Show,USA
The Brazilians: The Women,2012,6.7,Comedy| Drama| Romance,Brazil
Ring of Fire,2012,4.6,Drama| Sci-Fi,USA
Alec in WILDerland,2012,8.6,Adventure| Reality-TV,USA
DreamWorks Dragons,2012,8.0,Animation| Action| Adventure| Comedy| Family| Fantasy,USA
Bristol Palin: Life's a Tripp,2012,1.7,Reality-TV,USA
Safelight 19,2012,2.1,Sci-Fi,UK
TheDiamondMinecart,2012,9.4,Adventure,UK
Jormungand,2012,7.5,Animation| Action| Crime| War,Japan
Leave It to Niecy,2012,8.4,Comedy,USA
Not My Mama's Meals,2012,5.6,Reality-TV,USA
Sudan Bikmis Baliklar,2012,6.9,Romance,Turkey
Evlerden Biri,2012,7.8,Drama| Romance,Turkey
Secret Eaters,2012,6.8,Reality-TV,UK
Lucky Sexy Winners,2012,5.8,Comedy,UK
Magi: The Labyrinth of Magic,2012,7.8,Animation| Action| Adventure| Comedy| Fantasy,Japan
Proper Manors,2012,6.4,Action| Comedy| Crime,USA
Claimed and Shamed,2012,6.0,Reality-TV,UK
The House on South Bronson,2012,8.5,Comedy,USA
Reiff für die Insel,2012,5.6,Comedy| Crime| Drama,Germany
My Grandmother's Ravioli,2012,8.8,History,USA
Anonymous Detective,2012,6.9,Crime| Drama,Japan
Little Shop of Gypsies,2012,6.7,Documentary| Reality-TV,UK
Pretty Bad Girls,2012,6.6,Crime,USA
Bering Sea Gold,2012,6.7,Reality-TV,USA
Nature's Microworlds,2012,8.2,Documentary,UK
Heiter bis tödlich - Akte Ex,2012,6.2,Comedy| Crime,Germany
Zoochosis News,2012,8.0,News,USA
Walang hanggan,2012,8.5,Action| Crime| Mystery,Philippines
Chronicles of Comic Con,2012,8.6,Comedy,USA
My Last Days,2012,8.3,Documentary,USA
Jennie Garth: A Little Bit Country,2012,6.5,Reality-TV,USA
Relaciones Peligrosas,2012,7.6,Drama| Romance| Thriller,USA
Broken at Love,2012,8.5,Drama| Romance| Sport,USA
The Gordin Cell,2012,8.5,Drama| Thriller,Israel
Planet Awesome 11,2012,9.0,Comedy,USA
TableTop,2012,8.3,Comedy| Game-Show,USA
Százbólegy,2012,7.8,Comedy,Hungary
How We Invented the World,2012,7.9,Documentary,UK
Burning Love,2012,7.9,Comedy| Romance,USA
Akujo ni tsuite,2012,5.4,Mystery,Japan
Polyamory: Married & Dating,2012,5.7,Reality-TV,USA
Cheongdam-dong Alice,2012,6.6,Comedy| Drama| Romance,South Korea
Chronicles of Zombia: The Nerd the Nympho and the Nutjob,2012,6.1,Comedy,USA
Coffee Prince,2012,7.6,Comedy| Drama| Romance,Philippines
Canada's Greatest Know It All,2012,7.8,Reality-TV,Canada
Cachito de cielo,2012,7.5,Comedy| Drama| Fantasy,Mexico
UFC Ultimate Insider,2012,7.3,Sport,USA
The King's Dream,2012,6.1,Drama| History,South Korea
Chasing UFOs,2012,3.7,Reality-TV,USA
Snake Man of Appalachia,2012,8.3,Reality-TV,USA
Hal the Pervert Ghost,2012,8.1,Comedy,USA
Soltera Otra Vez,2012,6.6,Comedy| Romance,Chile
Animal Intervention,2012,6.3,Reality-TV,USA
Obese: A Year to Save My Life,2012,7.8,Documentary| Reality-TV,UK
Beat the Chefs,2012,8.2,Reality-TV,USA
No Limit,2012,6.9,Action| Adventure| Crime| Drama| Thriller,France
Workingirls,2012,7.3,Comedy,France
Psycho-Pass,2012,8.2,Animation| Action| Crime| Mystery| Sci-Fi| Thriller,Japan
Legends of the Barclays Premier League,2012,7.2,Sport,UK
Punk Britannia,2012,7.5,Documentary,UK
Los Súper Pérez,2012,7.2,Action| Family,Mexico
Na Moral,2012,5.1,Talk-Show,Brazil
Chrissy & Mr. Jones,2012,6.5,Reality-TV,USA
Son Yaz - Balkanlar 1912,2012,5.9,Drama,Turkey
Look Up in the Sky,2012,8.0,Short| Drama| Mystery| Sci-Fi| Thriller,USA
VoiceoverPete,2012,9.1,Talk-Show,USA
The Playlist,2012,7.7,Musical| Reality-TV,USA
Pretty Dirty Secrets,2012,7.4,Drama,USA
Lenox Avenue,2012,7.5,Drama| Romance,USA
Yuzoogle,2012,7.1,Comedy,USA
The EZ Show,2012,6.6,Talk-Show,USA
Junior Docs,2012,7.9,Reality-TV,Germany
Max's Midnight Movies,2012,8.8,Horror| Sci-Fi,Hungary
Animation Domination High-Def,2012,7.4,Animation| Short| Comedy,USA
Tales of Friendship with Winnie the Pooh,2012,8.8,Family,UK
Dauinger,2012,8.1,Drama| Horror,Norway
Libres,2012,8.2,Adventure| Drama,Spain
Iron Chef America Countdown,2012,7.5,Reality-TV,USA
The Revolution Will Be Televised,2012,7.7,Comedy,UK
Pendlerkids,2012,6.7,Drama,Denmark
In Fear Of,2012,6.4,Comedy| Horror| Thriller,USA
Dark Prophet,2012,8.0,Action,USA
Sugarless,2012,7.2,Action,Japan
Assassin's Creed: Descendants,2012,6.6,Action,USA
The Finder,2012,7.7,Comedy| Crime| Drama| Romance,USA
Rutas del mas alla,2012,6.0,Documentary| Mystery| Reality-TV| Sci-Fi,Spain
My Big Fat American Gypsy Wedding,2012,4.0,Reality-TV,USA
The Roots of Fight,2012,7.6,Sport,Canada
Help! I'm Alive,2012,7.0,Drama| Horror| Sci-Fi,USA
Whale Wars: Viking Shores,2012,5.5,Reality-TV,USA
The Diamond Queen,2012,7.1,Documentary,UK
Cybergeddon,2012,6.3,Thriller,USA
Heiter bis tödlich - Fuchs und Gans,2012,8.3,Crime,Germany
Glass Mask,2012,7.1,Drama| Romance,South Korea
Future Diary: Another World,2012,7.0,Drama,Japan
Kathy,2012,6.5,Talk-Show,USA
Moyers & Company,2012,7.2,News| Talk-Show,USA
Bindi's Bootcamp,2012,6.2,Game-Show,Australia
The Battle Below,2012,7.7,Action| Fantasy| Sci-Fi,USA
Hyouka,2012,7.8,Animation| Comedy| Drama| Mystery| Romance,Japan
Full English,2012,5.5,Animation| Comedy,UK
Meie aasta Siberis,2012,9.7,Adventure| Comedy| Family| Reality-TV,Estonia
Westminster Abbey,2012,7.0,Documentary,UK
Flea-bitten,2012,6.8,Animation| Adventure| Comedy,Australia
Da Jue Ze,2012,5.4,War,China
Busou Shinki,2012,5.3,Animation| Action| Comedy| Sci-Fi,Japan
Mulheres em Transe,2012,5.9,Comedy,Brazil
Bunk,2012,6.8,Comedy,USA
Sullivan & Son,2012,6.2,Comedy,USA
Nos chers voisins,2012,5.0,Comedy| Family,France
Honest Trailers,2012,8.7,Comedy,USA
Crash & Bernstein,2012,4.8,Comedy| Family,USA
Rachael vs. Guy: Celebrity Cook-Off,2012,5.4,Reality-TV,USA
Around the World in 80 Plates,2012,6.6,Reality-TV,USA
Hayami-san to Yobareru Hi,2012,8.0,Drama,Japan
The Shire,2012,3.2,Reality-TV,Australia
Bering Sea Gold: Under the Ice,2012,6.7,Documentary| Adventure| Reality-TV,USA
#ByMySide,2012,5.6,Drama,Italy
Talent High School - Il sogno di Sofia,2012,8.5,Comedy,Italy
Los Feliz,2012,9.0,Comedy| Romance,USA
Arctic Air,2012,6.8,Drama,Canada
NASCAR Race Day,2012,4.3,Sport,USA
El Reemplazante,2012,8.0,Drama,Chile
UFC on Fox,2012,8.3,Action| Sport,USA
31 Questions,2012,8.1,Comedy| Game-Show,Australia
Immortal Classic,2012,7.0,Romance,South Korea
De zonen van Van As,2012,7.5,Comedy| Drama,Belgium
Golmaal Hai Bhai Sab Golmaal Hai,2012,5.3,Comedy,India
Leaving Eden,2012,8.3,Drama,USA
The Ricki Lake Show,2012,5.4,Talk-Show,USA
MosGaz,2012,7.1,Crime,Russia
Casino Confidential,2012,6.8,Documentary,Canada
Candy Love,2012,6.4,Drama| Romance,Argentina
Hotel Impossible,2012,7.8,Reality-TV,USA
Live Here Buy This,2012,7.7,Reality-TV,Canada
Color Crew,2012,3.7,Family,USA
Shannen Says,2012,6.9,Reality-TV,USA
The Sisters Plotz,2012,7.8,Comedy,USA
